Series;Product Image;Type;Technology;Description;Voltage Min.(V);Voltage Max.(V);Capacitance Min.;Capacitance Max.;Frequency Min. (Hz);Frequency Max. (Hz);Image path;Datasheet part;3d model part
Zoa… Surge Suppressor Capacitors;Enlarge;Zoaso;All-film polypropylene / aluminum foil, MKP;Zinc oxide RC-surge suppressor (ZORC) for HV-motor and transformers;1000;11 000;0.1 µF;0.6 µF;50;60;image\capacitors\13192.png;Datasheet\capacitors\Zoa… Surge Suppressor Capacitors\Zoa… Surge Suppressor Capacitors.pdf;
