Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;220 µF;16.0;80.0;7.4 x 4.3 x 3.1 (D);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;680 µF;4.0;60.0;7.4 x 4.3 x 3.1 (D);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;35.0;220.0;7.2 x 6.0 x 3.8 (R);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;330 µF;10.0;45.0;7.2 x 6.0 x 3.8 (R);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;25.0;1500.0;4.0 x 2.8 x 2.2 (B);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;10.0;500.0;4.0 x 2.8 x 2.2 (B);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;35.0;1400.0;4.0 x 2.8 x 2.2 (B);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;180 µF;10.0;90.0;7.4 x 4.3 x 3.1 (D);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;390 µF;6.3;45.0;7.2 x 6.0 x 3.8 (R);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;16.0;80.0;7.1 x 3.2 x 2.8 (C);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;150 µF;4.0;80.0;7.1 x 3.2 x 2.8 (C);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;20.0;600.0;4.0 x 2.8 x 2.2 (B);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;220 µF;6.3;80.0;7.1 x 3.2 x 2.8 (C);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;50.0;450.0;7.4 x 4.3 x 3.1 (D);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;16.0;150.0;7.1 x 3.2 x 2.8 (C);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;47 µF;25.0;99.0;7.2 x 6.0 x 3.8 (R);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;10.0;250.0;4.0 x 2.8 x 2.2 (B);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;220 µF;16.0;55.0;7.2 x 6.0 x 3.8 (R);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1.5 mF;4.0;30.0;7.2 x 6.0 x 3.8 (R);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;35.0;200.0;7.2 x 6.0 x 3.8 (R);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;470 µF;10.0;60.0;7.2 x 6.0 x 3.8 (R);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;25.0;900.0;4.0 x 2.8 x 2.2 (B);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;10.0;500.0;4.0 x 2.8 x 2.2 (B);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;35.0;430.0;7.1 x 3.2 x 2.8 (C);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
594D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;220 µF;10.0;100.0;7.1 x 3.2 x 2.8 (C);image/capacitors\40006.png;Datasheet\capacitors\594D\594D.pdf;
