Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
VS-10BQ030HM3;Enlarge;30;1;0.420;430.0;15 at 125 °C;150;SMB (DO-214AA);Single;Yes;image/diodes\93351.png;Datasheet\diodes\VS-10BQ030HM3\VS-10BQ030HM3.pdf;
