Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;22 µF;20.0;;12.04 x 4.70 (B);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;15 µF;6.0;;7.26 x 3.43 (A);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;1.2 µF;50.0;;7.26 x 3.43 (A);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;33 µF;15.0;;12.04 x 4.70 (B);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;68 µF;30.0;;17.42 x 7.34 (R);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;56 µF;10.0;;12.04 x 4.70 (B);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;2.7 µF;20.0;;7.26 x 3.43 (A);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;47 µF;35.0;;17.42 x 7.34 (R);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;3.9 µF;15.0;;7.26 x 3.43 (A);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;2.7 µF;30.0;;7.26 x 3.43 (A);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;5.6 µF;10.0;;7.26 x 3.43 (A);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;8.2 µF;35.0;;12.04 x 4.70 (B);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;270 µF;10.0;;17.42 x 7.34 (R);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;120 µF;20.0;;17.42 x 7.34 (R);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;470 µF;6.0;;17.42 x 7.34 (R);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;33 µF;50.0;;19.96 x 8.92 (S);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;180 µF;15.0;;17.42 x 7.34 (R);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;27 µF;20.0;;12.04 x 4.70 (B);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;68 µF;6.0;;12.04 x 4.70 (B);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;1.5 µF;50.0;;7.26 x 3.43 (A);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;39 µF;15.0;;12.04 x 4.70 (B);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;82 µF;30.0;;19.96 x 8.92 (S);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;68 µF;10.0;;12.04 x 4.70 (B);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;3.3 µF;20.0;;7.26 x 3.43 (A);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;56 µF;35.0;;19.96 x 8.92 (S);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;4.7 µF;15.0;;7.26 x 3.43 (A);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;12 µF;30.0;;12.04 x 4.70 (B);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
152D;Enlarge;Tantalum, Solid;Through Hole;Axial;6.8 µF;10.0;;7.26 x 3.43 (A);image/capacitors\40016.png;Datasheet\capacitors\152D\152D.pdf;
