Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
VS-65EPF12LHM3, VS-65APF12LHM3;Enlarge;1200;65;1.42;;95.0;150;TO-247AD 2L;Single;0.6;Yes;image/diodes/97209.png;Datasheet/diodes/standard-recovery/VS-65EPF12LHM3, VS-65APF12LHM3/VS-65EPF12LHM3, VS-65APF12LHM3.pdf;
VS-65EPF12LHM3, VS-65APF12LHM3;Enlarge;1200;65;1.42;;95.0;150;TO-247AD 3L;Single;0.6;Yes;image/diodes/93375.png;Datasheet/diodes/standard-recovery/VS-65EPF12LHM3, VS-65APF12LHM3/VS-65EPF12LHM3, VS-65APF12LHM3.pdf;
