Part Number;Image;Package;Color;Circuitry;IVminμcd;Typ. IVμcd;Max. IVμcd;at If(mA);Typ. Vf(V);Image path;Datasheet part;3d model part
TDSO1150-K;Enlarge;7 mm;Orange red;Common anode;1800.0;;3600.0;10;2.0;image/displays\83124.png;Datasheet\displays\TDSO1150-K\TDSO1150-K.pdf;Datasheet\displays\TDSO1150-K\TDSO1150-K.zip
