Part Number;Product Image;Package Type;Package Form;Package Dimensions (L x W x H)(mm);Peak Wavelength(nm);Radiant Intensity(mW/sr);Angle of Half Intensity(±°);Rise Time(ns);Radiant Power(mW);AEC-Qualified;Image path;Datasheet part;3d model part
TSML1040;Enlarge;surface-mount;Axial leads;2.5 x 2 x 2.7;940;11.0;12;15;;No;image/ir-emitting-diodes/81033.png;Datasheet\/ir-emitting-diodes/TSML1040\TSML1040.pdf;
