Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);trr(ns);Package;CircuitConfiguration;Isolationfrom Heatsink;Image path;Datasheet part;3d model part
VS-U5FH300FA60;Enlarge;150;98;600;1080;1.36 at 150;-55 to +175;0.35;76;SOT-227;Two separate diodes, parallel pin-out;Isolated;image\modules\96943.png;Datasheet\modules\VS-U5FH300FA60\VS-U5FH300FA60.pdf;
