Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);Package;Circuit Configuration;Isolation from Heatsink;Image path;Datasheet part;3d model part
VS-220CNQ030PbF;Enlarge;220;122;30.0;1950;0.49 at 110;-55 to +150;0.38;TO-244;Two diodes common cathode;Not Isolated;image\modules\94169.png;Datasheet\modules\VS-220CNQ030PbF\VS-220CNQ030PbF.pdf;
