Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;10.0;400.0;7.1 x 3.2 x 1.5 (C);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;6.3;260.0;7.5 x 4.3 x 1.5 (D);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;25.0;400.0;7.2 x 6.0 x 1.5 (R);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;150 µF;4.0;450.0;4.0 x 2.8 x 2.0 (B);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;16.0;600.0;4.0 x 2.8 x 2.0 (B);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1.5 mF;6.3;45.0;14.5 x 7.37 x 1.6 (X);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;47 µF;6.3;2000.0;3.7 x 1.8 x 1.5 (A);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;20.0;400.0;7.2 x 6.0 x 1.5 (R);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;150 µF;10.0;250.0;7.5 x 4.3 x 1.5 (D);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;330 µF;6.3;100.0;7.5 x 4.3 x 2.0 (D);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;35.0;1300.0;7.5 x 4.3 x 1.5 (D);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 mF;4.0;200.0;7.2 x 6.0 x 2.0 (R);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;16.0;150.0;7.1 x 3.2 x 2.0 (C);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;25.0;1300.0;7.1 x 3.2 x 1.5 (C);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;4.0;1000.0;3.7 x 1.8 x 1.2 (A);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;16.0;1600.0;4.0 x 2.8 x 1.5 (B);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 mF;6.3;200.0;7.2 x 6.0 x 2.0 (R);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;6.3;1700.0;3.7 x 1.8 x 1.5 (A);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;20.0;3000.0;4.0 x 2.8 x 1.5 (B);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;10.0;100.0;7.5 x 4.3 x 1.3 (D);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;330 µF;6.3;150.0;7.1 x 3.2 x 1.6 (C);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;35.0;2100.0;7.5 x 4.3 x 1.5 (D);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;470 µF;4.0;140.0;7.5 x 4.3 x 1.5 (D);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;68 µF;16.0;500.0;7.1 x 3.2 x 1.2 (C);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;10.0;1500.0;3.7 x 1.8 x 1.3 (A);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;470 µF;6.3;100.0;7.5 x 4.3 x 2.0 (D);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;50.0;800.0;7.1 x 3.2 x 1.5 (C);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;6.3;1700.0;4.0 x 2.8 x 1.5 (B);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;2.2 µF;20.0;6000.0;3.7 x 1.8 x 1.5 (A);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;68 µF;10.0;240.0;7.1 x 3.2 x 1.5 (C);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;220 µF;6.3;150.0;7.1 x 3.2 x 1.8 (C);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;35.0;6500.0;4.0 x 2.8 x 1.5 (B);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;220 µF;4.0;190.0;7.2 x 6.0 x 1.5 (R);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;16.0;270.0;7.2 x 6.0 x 1.5 (R);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;10.0;6000.0;3.7 x 1.8 x 1.5 (A);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;68 µF;6.3;600.0;4.0 x 2.8 x 1.5 (B);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;2.2 µF;25.0;8000.0;3.7 x 1.8 x 1.5 (A);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;47 µF;4.0;400.0;7.1 x 3.2 x 1.5 (C);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;330 µF;10.0;100.0;7.2 x 6.0 x 2.0 (R);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;10.0;300.0;7.5 x 4.3 x 1.5 (D);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;6.3;200.0;7.2 x 6.0 x 1.5 (R);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;25.0;400.0;7.1 x 3.2 x 1.6 (C);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;150 µF;4.0;450.0;7.1 x 3.2 x 1.5 (C);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
592D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;16.0;300.0;7.1 x 3.2 x 1.5 (C);image/capacitors\40004.png;Datasheet\capacitors\592D\592D.pdf;Datasheet\capacitors\592D\592D.zip
