Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
S102M33Z5UR6TK6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;1000.0;Z5U;6.35 mm / 0.250 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S102M33Z5UR6TK6R\S102M33Z5UR6TK6R.pdf;
