Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
V60DM63C;Enlarge;60;2 x 30;0.57;320.0;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\98549.png;Datasheet\diodes\V60DM63C\V60DM63C.pdf;
