Part Number;Description;VinMin.(V);VinMax.(V);Package;Image path;Datasheet part;3d model part
SiP32205;Precision Threshold Logic Gate Switch;2;5;WCSP6;75414;Datasheet/power-ics/SiP32205\SiP32205.pdf;
