Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);Package;Circuit Configuration;Isolation from Heatsink;Image path;Datasheet part;3d model part
VS-VSKJS203/100;Enlarge;200;121;100.0;1700;0.99 at 100;-55 to +175;0.52;AAP Gen 7 (TO-240AA);Two diodes common anode;Isolated;image\modules\93226.png;Datasheet\modules\VS-VSKJS203/100\VS-VSKJS203/100.pdf;
