Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
1N4937;Enlarge;600;1;1.2;30.0;200.0;150;DO-41 (DO-204AL);Single;;No;image/diodes\88508.png;Datasheet\diodes\1N4937\1N4937.pdf;Datasheet\diodes\1N4937\1N4937.zip
