Series;Type(V);Display Format;mm(W x H mm);mm(W x H mm).1;mm(W x H mm).2;mm(W x H mm).3;mm(W x H mm).4;Duty;Built-In Controller;Yellow;Green;Red;Blue;White;Image path;Datasheet part;3d model part
OLED-100H016H-LPP5N00000;graphic;100 x 16 dots;180.0 x 40.0 x 9.3;149.0 x 23.0;-;1.12 x 1.12;1.22 x 1.22;1/16;OLED-0010;Yes;-;-;-;-;37878;Datasheet/displays/OLED-100H016H-LPP5N00000\OLED-100H016H-LPP5N00000.pdf;
