Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
SE12DTLJ;Enlarge;600;12;0.83;165.0;;175;SMPD 2L;Single;;Yes;image/diodes\89025.png;Datasheet\diodes\SE12DTLJ\SE12DTLJ.pdf;Datasheet\diodes\SE12DTLJ\SE12DTLJ.zip
