Part Number;Product Image;Package;Output;Load voltage (max.)(V);Load current (max.)(mA);I Fon (max.)(mA);R ON (max.)(Ω);R OFF (typ.)(GΩ);Turn-on time max.(ms);Turn-off time max.(ms);VISOmax.VRMS(V);Safety Standard;Image path;Datasheet part;3d model part
LH1520AB, LH1520AAC, LH1520AACTR;Enlarge;SMD-8, DIP-8;1 Form A;350.0;140.0;2.0;27.0;5000.0;2.0;2.0;5300;UL, cUL, VDE, BSI, FIMKO;image/solid-state-relays/83818.png;Datasheet\/solid-state-relays/LH1520AB, LH1520AAC, LH1520AACTR\LH1520AB, LH1520AAC, LH1520AACTR.pdf;Datasheet\/solid-state-relays/LH1520AB, LH1520AAC, LH1520AACTR\LH1520AB, LH1520AAC, LH1520AACTR.zip
