Series;Product Image;Product Group;VRmax. / VRRM(V);IFmax.(mA);VFmax. at IF(mV at mA);AEC-Q101 Qualified;Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
LS101A, LS101B, LS101C;Enlarge;Small Signal Schottky Diodes;60.0;30.0;1000 at 15;No;QuadroMELF (SOD-80);Single;image/diodes/85628.png;Datasheet/diodes/ss-schottky/LS101A, LS101B, LS101C/LS101A, LS101B, LS101C.pdf;Datasheet/diodes/ss-schottky/LS101A, LS101B, LS101C/LS101A, LS101B, LS101C.zip
LS101A, LS101B, LS101C;Enlarge;Small Signal Schottky Diodes;50.0;30.0;1000 at 15;No;QuadroMELF (SOD-80);Single;image/diodes/85628.png;Datasheet/diodes/ss-schottky/LS101A, LS101B, LS101C/LS101A, LS101B, LS101C.pdf;Datasheet/diodes/ss-schottky/LS101A, LS101B, LS101C/LS101A, LS101B, LS101C.zip
LS101A, LS101B, LS101C;Enlarge;Small Signal Schottky Diodes;40.0;30.0;1000 at 15;No;QuadroMELF (SOD-80);Single;image/diodes/85628.png;Datasheet/diodes/ss-schottky/LS101A, LS101B, LS101C/LS101A, LS101B, LS101C.pdf;Datasheet/diodes/ss-schottky/LS101A, LS101B, LS101C/LS101A, LS101B, LS101C.zip
