Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
MBR20xxxCT-E3;Enlarge;90;2 x 10;0.65;150.0;;150;TO-220AB;Common cathode;No;image/diodes\89033.png;Datasheet\diodes\MBR20xxxCT-E3\MBR20xxxCT-E3.pdf;Datasheet\diodes\MBR20xxxCT-E3\MBR20xxxCT-E3.zip
MBR20xxxCT-E3;Enlarge;100;2 x 10;0.65;150.0;;150;TO-220AB;Common cathode;No;image/diodes\89033.png;Datasheet\diodes\MBR20xxxCT-E3\MBR20xxxCT-E3.pdf;Datasheet\diodes\MBR20xxxCT-E3\MBR20xxxCT-E3.zip
