Part Number;Product Image;Device Type;Package Type;Package Form;Package Dimensions L x W x H(mm);Peak Wavelength λp(nm);Spectral Bandwidth(1)(nm);Output Current(2)(µA);Angle of Half Sensitivity φ;Photo Sensitive Area(mm2);Image path;Datasheet part;3d model part
TEFD4300;Enlarge;Silicon PIN Photodiode;leaded;T-1;∅ 3;950;350 to 1120;17;20;;image/photo-detectors\83471.png;Datasheet\photo-detectors\TEFD4300\TEFD4300.pdf;
