Part Number;Product Image;Package;VCEO(V);CTR Min.(1)%;CTR Max.(1)%;Forward Current IF(mA);ton/toff(µs);Operating Temperature(°C);Isolation Voltage VISOVRMS;Safety Standard(s);Image path;Datasheet part;3d model part
TCMT111. Series;Enlarge;SSOP-4;70;50;600.0;5, 10;9.5, 8;-40 to +110;3750;UL, cUL, VDE, CQC, BSI, FIMKO;image/optocouplers\81862.png;Datasheet\optocouplers\TCMT111. Series\TCMT111. Series.pdf;
