Series;Product Image;IFAV(A);TC(°C);VRRM(V);IFSM(A);VFat IFMat 25 °C(V at A);TJ(°C);RthJC(°C/W);trr(ns);Package;CircuitConfiguration;Isolationfrom Heatsink;Image path;Datasheet part;3d model part
VS-UFL450CB60;Enlarge;250;135;600;1170;1.18 at 100;-55 to +175;0.11;97;SOT-227;Two diodes common cathode;Not Isolated;image\modules\95641.png;Datasheet\modules\VS-UFL450CB60\VS-UFL450CB60.pdf;
