Series;Product Image;Product Group;VRmax. / VRRM(V);IFmax.(mA);VFmax. at IF(mV at mA);AEC-Q101 Qualified;Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
BAT42W, BAT43W;Enlarge;Small Signal Schottky Diode;30.0;300.0;650 at 200;Yes;SOD-123;Single;image/diodes/86404.png;Datasheet/diodes/ss-schottky/BAT42W, BAT43W/BAT42W, BAT43W.pdf;Datasheet/diodes/ss-schottky/BAT42W, BAT43W/BAT42W, BAT43W.zip
BAT42W, BAT43W;Enlarge;Small Signal Schottky Diode;30.0;300.0;450 at 200;Yes;SOD-123;Single;image/diodes/86404.png;Datasheet/diodes/ss-schottky/BAT42W, BAT43W/BAT42W, BAT43W.pdf;Datasheet/diodes/ss-schottky/BAT42W, BAT43W/BAT42W, BAT43W.zip
