Series;Product Image;IF(AV)(A) at Ths/TC(°C);IFSMat 50 Hz(A);IFSMat 60 Hz(A);VRRM(V);trr(µs);TJ(°C);VFM(V);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
VS-1N3879(R), VS-1N3889(R) Series;Enlarge;6 at 100;72;75;50;;-65 to +150;1.4;DO-4 (DO-203AA);Single;image/diodes/93144.png;Datasheet/diodes/med-high-diodes/VS-1N3879(R), VS-1N3889(R) Series/VS-1N3879(R), VS-1N3889(R) Series.pdf;
VS-1N3879(R), VS-1N3889(R) Series;Enlarge;6 at 100;72;75;100;;-65 to +150;1.4;DO-4 (DO-203AA);Single;image/diodes/93144.png;Datasheet/diodes/med-high-diodes/VS-1N3879(R), VS-1N3889(R) Series/VS-1N3879(R), VS-1N3889(R) Series.pdf;
VS-1N3879(R), VS-1N3889(R) Series;Enlarge;6 at 100;72;75;200;;-65 to +150;1.4;DO-4 (DO-203AA);Single;image/diodes/93144.png;Datasheet/diodes/med-high-diodes/VS-1N3879(R), VS-1N3889(R) Series/VS-1N3879(R), VS-1N3889(R) Series.pdf;
VS-1N3879(R), VS-1N3889(R) Series;Enlarge;6 at 100;72;75;300;;-65 to +150;1.4;DO-4 (DO-203AA);Single;image/diodes/93144.png;Datasheet/diodes/med-high-diodes/VS-1N3879(R), VS-1N3889(R) Series/VS-1N3879(R), VS-1N3889(R) Series.pdf;
VS-1N3879(R), VS-1N3889(R) Series;Enlarge;6 at 100;72;75;400;;-65 to +150;1.4;DO-4 (DO-203AA);Single;image/diodes/93144.png;Datasheet/diodes/med-high-diodes/VS-1N3879(R), VS-1N3889(R) Series/VS-1N3879(R), VS-1N3889(R) Series.pdf;
