Series;Product Image;Configuration;Package;Ch;VDS(V);VGS(V);RDS(on)@1.2V(Ω);RDS(on)1.5V(Ω);RDS(on)@1.8V(Ω);RDS(on)@2.5V(Ω);RDS(on)@3V(Ω);RDS(on)@4.5V(Ω);RDS(on)@6V(Ω);RDS(on)@7.5V(Ω);RDS(on)@10V(Ω);Qg@4.5V(nC);Qg@10V(nC);Qgs(nC);Qgd(nC);IDMax.(A);PDMax.(W);VGS(th)Min.(V);RgTyp.(Ω);Image path;Datasheet part;3d model part
SQJA36EP;Enlarge;Single;PowerPAK SO-8L;N;40.0;20.0;;;;;;;;;0.00124;;86.0;23.6;6.0;350.0;500.0;2.5;1.65;image/mosfets/77589.png;Datasheet/mosfets/SQJA36EP/SQJA36EP.pdf;
