Series;Product Image;Description;AC Operating Voltage Min.(VRMS);AC Operating Voltage Max.(VRMS);DC Operating Voltage Min.(VDC);DC Operating Voltage Max.(VDC);INRP8/20 µsMax.(Ap);Energy 10/1000 µsMax.(J);Operating Temperature Min.(°C);Operating Temperature Max.(°C);Image path;Datasheet part;3d model part
MLV0402E3;Enlarge;SMD 0402 Multilayer Varistor;4;14;5.6;18;20;0.05;-55;125;image/varistors/29107.png;Datasheet\/varistors/MLV0402E3\MLV0402E3.pdf;Datasheet\/varistors/MLV0402E3\MLV0402E3.zip
