Part Number;Product Image;Package Type;Package Form;Package Dimensions (L x W x H)(mm);Peak Wavelength(nm);Radiant Intensity(mW/sr);Angle of Half Intensity(±°);Rise Time(ns);Radiant Power(mW);AEC-Qualified;Image path;Datasheet part;3d model part
VSML3710;Enlarge;surface-mount;PLCC-2;3.5 x 2.8 x 1.75;940;9.5;60;15;;Yes;image/ir-emitting-diodes/81300.png;Datasheet\/ir-emitting-diodes/VSML3710\VSML3710.pdf;
