Series;Product Image;Package (JEDEC®) Code;VRRM(V);IRat VR(nA at V);VFat IF(V at mA);trr(ns);Circuit Configuration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
BAV23C;Enlarge;SOT-23;250.0;100 at 200;1 at 100;50.0;Common cathode;Yes;image/diodes\86374.png;Datasheet\diodes\BAV23C\BAV23C.pdf;Datasheet\diodes\BAV23C\BAV23C.zip
BAV23C;Enlarge;SOT-23;250.0;100 at 200;1 at 100;50.0;10 000;Yes;image/diodes\86374.png;Datasheet\diodes\BAV23C\BAV23C.pdf;Datasheet\diodes\BAV23C\BAV23C.zip
